v,omega,x,y,phi,xr,yr,phir,delta
-0.0305,-0.0227,28.4335,0.3419,-0.0934,28.6001,0.2779,-0.0958,-0.0115
-0.0298,-0.0222,28.5330,0.3320,-0.0938,28.7001,0.2683,-0.0960,-0.0113
-0.0292,-0.0217,28.6326,0.3220,-0.0943,28.8001,0.2586,-0.0963,-0.0110
-0.0286,-0.0212,28.7321,0.3120,-0.0947,28.9001,0.2489,-0.0966,-0.0107
-0.0279,-0.0208,28.8316,0.3020,-0.0951,29.0001,0.2392,-0.0968,-0.0105
-0.0273,-0.0203,28.9310,0.2919,-0.0955,29.1001,0.2295,-0.0970,-0.0102
-0.0266,-0.0198,29.0305,0.2819,-0.0959,29.2001,0.2198,-0.0972,-0.0100
-0.0260,-0.0193,29.1300,0.2718,-0.0963,29.3001,0.2100,-0.0975,-0.0097
-0.0253,-0.0188,29.2295,0.2616,-0.0967,29.4001,0.2002,-0.0977,-0.0095
-0.0247,-0.0184,29.3290,0.2515,-0.0971,29.5001,0.1904,-0.0979,-0.0092
-0.0240,-0.0179,29.4285,0.2413,-0.0975,29.6001,0.1806,-0.0980,-0.0089
-0.0234,-0.0174,29.5280,0.2311,-0.0978,29.7001,0.1707,-0.0982,-0.0087
-0.0227,-0.0169,29.6274,0.2208,-0.0982,29.8001,0.1609,-0.0984,-0.0084
-0.0220,-0.0164,29.7269,0.2106,-0.0985,29.9001,0.1510,-0.0985,-0.0081
-0.0214,-0.0159,29.8264,0.2003,-0.0988,30.0001,0.1411,-0.0987,-0.0079
-0.0207,-0.0154,29.9258,0.1900,-0.0992,30.1001,0.1312,-0.0988,-0.0076
-0.0200,-0.0149,30.0253,0.1797,-0.0995,30.2001,0.1213,-0.0989,-0.0073
-0.0194,-0.0144,30.1248,0.1694,-0.0998,30.3001,0.1114,-0.0991,-0.0071
-0.0187,-0.0139,30.2242,0.1590,-0.1001,30.4001,0.1014,-0.0992,-0.0068
-0.0180,-0.0134,30.3237,0.1487,-0.1003,30.5001,0.0915,-0.0993,-0.0065
-0.0173,-0.0129,30.4232,0.1383,-0.1006,30.6001,0.0815,-0.0993,-0.0063
-0.0167,-0.0124,30.5226,0.1279,-0.1009,30.7001,0.0715,-0.0994,-0.0060
-0.0160,-0.0119,30.6221,0.1175,-0.1011,30.8001,0.0615,-0.0995,-0.0057
-0.0153,-0.0114,30.7215,0.1071,-0.1013,30.9001,0.0516,-0.0995,-0.0055
-0.0146,-0.0109,30.8210,0.0967,-0.1016,31.0001,0.0416,-0.0996,-0.0052
-0.0139,-0.0104,30.9205,0.0862,-0.1018,31.1001,0.0316,-0.0996,-0.0049
-0.0133,-0.0099,31.0199,0.0758,-0.1020,31.2001,0.0216,-0.0996,-0.0046
-0.0126,-0.0094,31.1194,0.0654,-0.1022,31.3001,0.0116,-0.0997,-0.0044
-0.0119,-0.0089,31.2188,0.0549,-0.1024,31.4001,0.0016,-0.0997,-0.0041
-0.0112,-0.0084,31.3183,0.0444,-0.1026,31.5001,-0.0084,-0.0997,-0.0038
-0.0105,-0.0079,31.4177,0.0340,-0.1027,31.6001,-0.0184,-0.0997,-0.0036
-0.0098,-0.0074,31.5172,0.0235,-0.1029,31.7001,-0.0284,-0.0996,-0.0033
-0.0091,-0.0069,31.6166,0.0131,-0.1030,31.8001,-0.0384,-0.0996,-0.0030
-0.0084,-0.0064,31.7161,0.0026,-0.1032,31.9001,-0.0484,-0.0996,-0.0027
-0.0078,-0.0058,31.8155,-0.0079,-0.1033,32.0001,-0.0584,-0.0995,-0.0025
-0.0071,-0.0053,31.9150,-0.0183,-0.1034,32.1001,-0.0684,-0.0994,-0.0022
-0.0064,-0.0048,32.0144,-0.0288,-0.1035,32.2001,-0.0783,-0.0994,-0.0019
-0.0057,-0.0043,32.1139,-0.0393,-0.1036,32.3001,-0.0883,-0.0993,-0.0016
-0.0050,-0.0038,32.2133,-0.0497,-0.1037,32.4001,-0.0983,-0.0992,-0.0014
-0.0043,-0.0033,32.3128,-0.0602,-0.1038,32.5001,-0.1082,-0.0991,-0.0011
-0.0036,-0.0028,32.4122,-0.0706,-0.1038,32.6001,-0.1181,-0.0990,-0.0008
-0.0029,-0.0022,32.5117,-0.0811,-0.1039,32.7001,-0.1281,-0.0989,-0.0005
-0.0022,-0.0017,32.6111,-0.0915,-0.1039,32.8001,-0.1380,-0.0987,-0.0003
-0.0015,-0.0012,32.7106,-0.1019,-0.1040,32.9001,-0.1479,-0.0986,0.0000
-0.0008,-0.0007,32.8101,-0.1123,-0.1040,33.0001,-0.1578,-0.0984,0.0003
-0.0001,-0.0002,32.9095,-0.1227,-0.1040,33.1001,-0.1676,-0.0983,0.0006
0.0006,0.0003,33.0090,-0.1331,-0.1040,33.2001,-0.1775,-0.0981,0.0008
0.0013,0.0008,33.1084,-0.1435,-0.1040,33.3001,-0.1873,-0.0979,0.0011
0.0020,0.0014,33.2079,-0.1538,-0.1040,33.4001,-0.1971,-0.0977,0.0014
0.0026,0.0019,33.3074,-0.1642,-0.1040,33.5001,-0.2069,-0.0975,0.0017
0.0033,0.0024,33.4068,-0.1745,-0.1039,33.6001,-0.2167,-0.0973,0.0019
0.0040,0.0029,33.5063,-0.1848,-0.1039,33.7001,-0.2264,-0.0971,0.0022
0.0047,0.0034,33.6058,-0.1951,-0.1038,33.8001,-0.2362,-0.0969,0.0025
0.0054,0.0039,33.7052,-0.2054,-0.1038,33.9001,-0.2459,-0.0966,0.0028
0.0061,0.0044,33.8047,-0.2156,-0.1037,34.0001,-0.2555,-0.0964,0.0030
0.0068,0.0049,33.9042,-0.2259,-0.1036,34.1001,-0.2652,-0.0961,0.0033
0.0075,0.0055,34.0037,-0.2361,-0.1035,34.2001,-0.2748,-0.0959,0.0036
0.0082,0.0060,34.1031,-0.2462,-0.1034,34.3000,-0.2844,-0.0956,0.0039
0.0089,0.0065,34.2026,-0.2564,-0.1033,34.4000,-0.2940,-0.0953,0.0041
0.0096,0.0070,34.3021,-0.2665,-0.1031,34.5000,-0.3035,-0.0950,0.0044
0.0102,0.0075,34.4016,-0.2766,-0.1030,34.6000,-0.3131,-0.0947,0.0047
0.0109,0.0080,34.5011,-0.2867,-0.1029,34.7000,-0.3225,-0.0944,0.0049
0.0116,0.0085,34.6006,-0.2968,-0.1027,34.8000,-0.3320,-0.0941,0.0052
0.0123,0.0090,34.7001,-0.3068,-0.1025,34.9000,-0.3414,-0.0937,0.0055
0.0130,0.0095,34.7996,-0.3168,-0.1023,35.0000,-0.3508,-0.0934,0.0057
0.0137,0.0100,34.8991,-0.3267,-0.1022,35.1000,-0.3601,-0.0930,0.0060
0.0143,0.0105,34.9986,-0.3367,-0.1020,35.2000,-0.3694,-0.0927,0.0063
0.0150,0.0110,35.0981,-0.3466,-0.1017,35.3000,-0.3787,-0.0923,0.0066
0.0157,0.0115,35.1976,-0.3564,-0.1015,35.4000,-0.3880,-0.0919,0.0068
0.0164,0.0120,35.2971,-0.3662,-0.1013,35.5000,-0.3972,-0.0915,0.0071
0.0170,0.0125,35.3966,-0.3760,-0.1010,35.6000,-0.4063,-0.0911,0.0073
0.0177,0.0130,35.4962,-0.3858,-0.1008,35.7000,-0.4154,-0.0907,0.0076
0.0184,0.0135,35.5957,-0.3955,-0.1005,35.8000,-0.4245,-0.0903,0.0079
0.0191,0.0140,35.6952,-0.4051,-0.1003,35.9000,-0.4335,-0.0899,0.0081
0.0197,0.0145,35.7948,-0.4148,-0.1000,36.0000,-0.4425,-0.0894,0.0084
0.0204,0.0150,35.8943,-0.4244,-0.0997,36.1000,-0.4515,-0.0890,0.0087
0.0210,0.0155,35.9939,-0.4339,-0.0994,36.2000,-0.4604,-0.0885,0.0089
0.0217,0.0160,36.0934,-0.4434,-0.0991,36.3000,-0.4692,-0.0881,0.0092
0.0224,0.0165,36.1930,-0.4529,-0.0988,36.4000,-0.4780,-0.0876,0.0094
0.0230,0.0170,36.2925,-0.4623,-0.0984,36.5000,-0.4868,-0.0871,0.0097
0.0237,0.0174,36.3921,-0.4717,-0.0981,36.6000,-0.4955,-0.0866,0.0100
0.0243,0.0179,36.4916,-0.4810,-0.0977,36.7000,-0.5042,-0.0861,0.0102
0.0250,0.0184,36.5912,-0.4903,-0.0974,36.8000,-0.5128,-0.0856,0.0105
0.0256,0.0189,36.6908,-0.4995,-0.0970,36.9000,-0.5213,-0.0851,0.0107
0.0263,0.0194,36.7904,-0.5087,-0.0966,37.0000,-0.5298,-0.0846,0.0110
0.0269,0.0198,36.8899,-0.5178,-0.0963,37.1000,-0.5383,-0.0841,0.0112
0.0275,0.0203,36.9895,-0.5269,-0.0959,37.2000,-0.5467,-0.0835,0.0115
0.0282,0.0208,37.0891,-0.5359,-0.0955,37.3000,-0.5550,-0.0830,0.0117
0.0288,0.0213,37.1887,-0.5449,-0.0950,37.4000,-0.5633,-0.0824,0.0120
0.0294,0.0217,37.2883,-0.5538,-0.0946,37.5000,-0.5716,-0.0819,0.0122
0.0301,0.0222,37.3879,-0.5626,-0.0942,37.6000,-0.5797,-0.0813,0.0125
0.0307,0.0227,37.4876,-0.5714,-0.0937,37.7000,-0.5879,-0.0807,0.0127
0.0313,0.0231,37.5872,-0.5802,-0.0933,37.8000,-0.5959,-0.0801,0.0130
0.0319,0.0236,37.6868,-0.5889,-0.0928,37.9000,-0.6039,-0.0795,0.0132
0.0326,0.0240,37.7864,-0.5975,-0.0923,38.0000,-0.6119,-0.0789,0.0134
0.0332,0.0245,37.8861,-0.6061,-0.0919,38.1000,-0.6197,-0.0783,0.0137
0.0338,0.0249,37.9857,-0.6146,-0.0914,38.2000,-0.6276,-0.0777,0.0139
0.0344,0.0254,38.0853,-0.6231,-0.0909,38.3000,-0.6353,-0.0771,0.0142
0.0350,0.0258,38.1850,-0.6314,-0.0904,38.4000,-0.6430,-0.0764,0.0144
0.0356,0.0263,38.2846,-0.6398,-0.0899,38.5000,-0.6506,-0.0758,0.0146
0.0362,0.0267,38.3843,-0.6480,-0.0893,38.6000,-0.6582,-0.0751,0.0149
0.0368,0.0272,38.4840,-0.6562,-0.0888,38.7000,-0.6657,-0.0745,0.0151
0.0374,0.0276,38.5836,-0.6644,-0.0883,38.8000,-0.6731,-0.0738,0.0153
0.0380,0.0280,38.6833,-0.6724,-0.0877,38.9000,-0.6805,-0.0731,0.0156
0.0385,0.0285,38.7830,-0.6804,-0.0871,39.0000,-0.6878,-0.0725,0.0158
0.0391,0.0289,38.8827,-0.6884,-0.0866,39.1000,-0.6950,-0.0718,0.0160
0.0397,0.0293,38.9824,-0.6962,-0.0860,39.2000,-0.7021,-0.0711,0.0162
0.0403,0.0297,39.0821,-0.7040,-0.0854,39.3000,-0.7092,-0.0704,0.0165
0.0408,0.0302,39.1818,-0.7118,-0.0848,39.4000,-0.7162,-0.0697,0.0167
0.0414,0.0306,39.2815,-0.7194,-0.0842,39.5000,-0.7232,-0.0690,0.0169
0.0420,0.0310,39.3812,-0.7270,-0.0836,39.6000,-0.7301,-0.0682,0.0171
0.0425,0.0314,39.4809,-0.7345,-0.0830,39.7000,-0.7369,-0.0675,0.0173
0.0431,0.0318,39.5807,-0.7420,-0.0823,39.8000,-0.7436,-0.0668,0.0176
0.0436,0.0322,39.6804,-0.7493,-0.0817,39.9000,-0.7502,-0.0660,0.0178
0.0442,0.0326,39.7801,-0.7566,-0.0811,40.0000,-0.7568,-0.0653,0.0180
0.0447,0.0330,39.8799,-0.7638,-0.0804,40.1000,-0.7633,-0.0645,0.0182
0.0452,0.0334,39.9796,-0.7710,-0.0798,40.2000,-0.7697,-0.0638,0.0184
0.0458,0.0338,40.0794,-0.7781,-0.0791,40.3000,-0.7761,-0.0630,0.0186
0.0463,0.0342,40.1791,-0.7850,-0.0784,40.4000,-0.7823,-0.0622,0.0188
0.0468,0.0346,40.2789,-0.7919,-0.0777,40.5000,-0.7885,-0.0614,0.0190
0.0473,0.0350,40.3787,-0.7988,-0.0770,40.6000,-0.7946,-0.0606,0.0192
0.0478,0.0354,40.4784,-0.8055,-0.0763,40.7000,-0.8007,-0.0598,0.0194
0.0483,0.0357,40.5782,-0.8122,-0.0756,40.7999,-0.8066,-0.0590,0.0196
0.0489,0.0361,40.6780,-0.8188,-0.0749,40.8999,-0.8125,-0.0582,0.0198
0.0493,0.0365,40.7778,-0.8253,-0.0742,40.9999,-0.8183,-0.0574,0.0200
0.0498,0.0368,40.8776,-0.8317,-0.0735,41.0999,-0.8240,-0.0566,0.0202
0.0503,0.0372,40.9774,-0.8381,-0.0727,41.1999,-0.8296,-0.0558,0.0204
0.0508,0.0376,41.0772,-0.8443,-0.0720,41.2999,-0.8351,-0.0549,0.0206
0.0513,0.0379,41.1770,-0.8505,-0.0712,41.3999,-0.8406,-0.0541,0.0207
0.0518,0.0383,41.2768,-0.8566,-0.0705,41.4999,-0.8460,-0.0533,0.0209
0.0522,0.0386,41.3767,-0.8626,-0.0697,41.5999,-0.8513,-0.0524,0.0211
0.0527,0.0390,41.4765,-0.8685,-0.0689,41.6999,-0.8565,-0.0516,0.0213
0.0532,0.0393,41.5763,-0.8744,-0.0682,41.7999,-0.8616,-0.0507,0.0215
0.0536,0.0396,41.6762,-0.8801,-0.0674,41.8999,-0.8666,-0.0499,0.0216
0.0541,0.0400,41.7760,-0.8858,-0.0666,41.9999,-0.8716,-0.0490,0.0218
0.0545,0.0403,41.8759,-0.8914,-0.0658,42.0999,-0.8764,-0.0481,0.0220
0.0549,0.0406,41.9757,-0.8968,-0.0650,42.1999,-0.8812,-0.0472,0.0222
0.0554,0.0410,42.0756,-0.9022,-0.0642,42.2999,-0.8859,-0.0464,0.0223
0.0558,0.0413,42.1755,-0.9075,-0.0633,42.3999,-0.8905,-0.0455,0.0225
0.0562,0.0416,42.2753,-0.9128,-0.0625,42.4999,-0.8950,-0.0446,0.0226
0.0566,0.0419,42.3752,-0.9179,-0.0617,42.5999,-0.8994,-0.0437,0.0228
0.0571,0.0422,42.4751,-0.9229,-0.0608,42.6999,-0.9037,-0.0428,0.0230
0.0575,0.0425,42.5750,-0.9279,-0.0600,42.7999,-0.9080,-0.0419,0.0231
0.0579,0.0428,42.6749,-0.9327,-0.0591,42.8999,-0.9121,-0.0410,0.0233
0.0583,0.0431,42.7747,-0.9375,-0.0583,42.9999,-0.9162,-0.0401,0.0234
0.0586,0.0434,42.8746,-0.9421,-0.0574,43.0999,-0.9201,-0.0391,0.0236
0.0590,0.0437,42.9745,-0.9467,-0.0566,43.1999,-0.9240,-0.0382,0.0237
0.0594,0.0439,43.0745,-0.9512,-0.0557,43.2999,-0.9278,-0.0373,0.0239
0.0598,0.0442,43.1744,-0.9556,-0.0548,43.3999,-0.9315,-0.0364,0.0240
0.0601,0.0445,43.2743,-0.9598,-0.0539,43.4999,-0.9350,-0.0354,0.0241
0.0605,0.0448,43.3742,-0.9640,-0.0530,43.5999,-0.9385,-0.0345,0.0243
0.0608,0.0450,43.4741,-0.9681,-0.0521,43.6999,-0.9420,-0.0336,0.0244
0.0612,0.0453,43.5741,-0.9721,-0.0512,43.7999,-0.9453,-0.0326,0.0245
0.0615,0.0455,43.6740,-0.9760,-0.0503,43.8999,-0.9485,-0.0317,0.0247
0.0619,0.0458,43.7739,-0.9798,-0.0494,43.9999,-0.9516,-0.0307,0.0248
0.0622,0.0460,43.8739,-0.9835,-0.0485,44.0999,-0.9546,-0.0298,0.0249
0.0625,0.0463,43.9738,-0.9871,-0.0476,44.1999,-0.9576,-0.0288,0.0251
0.0628,0.0465,44.0737,-0.9906,-0.0467,44.2999,-0.9604,-0.0279,0.0252
0.0632,0.0467,44.1737,-0.9940,-0.0457,44.3999,-0.9631,-0.0269,0.0253
0.0635,0.0470,44.2737,-0.9974,-0.0448,44.4999,-0.9658,-0.0259,0.0254
0.0638,0.0472,44.3736,-1.0006,-0.0439,44.5999,-0.9683,-0.0250,0.0255
0.0640,0.0474,44.4736,-1.0037,-0.0429,44.6999,-0.9708,-0.0240,0.0256
0.0643,0.0476,44.5735,-1.0067,-0.0420,44.7999,-0.9731,-0.0230,0.0257
0.0646,0.0478,44.6735,-1.0096,-0.0410,44.8999,-0.9754,-0.0221,0.0258
0.0649,0.0480,44.7735,-1.0124,-0.0401,44.9999,-0.9775,-0.0211,0.0259
0.0651,0.0482,44.8734,-1.0151,-0.0391,45.0999,-0.9796,-0.0201,0.0260
0.0654,0.0484,44.9734,-1.0177,-0.0381,45.1999,-0.9815,-0.0191,0.0261
0.0657,0.0486,45.0734,-1.0202,-0.0372,45.2999,-0.9834,-0.0181,0.0262
0.0659,0.0488,45.1734,-1.0226,-0.0362,45.3999,-0.9852,-0.0172,0.0263
0.0661,0.0490,45.2733,-1.0249,-0.0352,45.4999,-0.9868,-0.0162,0.0264
0.0664,0.0491,45.3733,-1.0271,-0.0342,45.5999,-0.9884,-0.0152,0.0265
0.0666,0.0493,45.4733,-1.0292,-0.0333,45.6999,-0.9899,-0.0142,0.0266
0.0668,0.0495,45.5733,-1.0312,-0.0323,45.7999,-0.9912,-0.0132,0.0267
0.0670,0.0496,45.6733,-1.0331,-0.0313,45.8999,-0.9925,-0.0122,0.0267
0.0672,0.0498,45.7733,-1.0349,-0.0303,45.9999,-0.9937,-0.0112,0.0268
0.0674,0.0499,45.8733,-1.0366,-0.0293,46.0999,-0.9948,-0.0102,0.0269
0.0676,0.0501,45.9733,-1.0382,-0.0283,46.1999,-0.9957,-0.0092,0.0270
0.0678,0.0502,46.0733,-1.0396,-0.0273,46.2999,-0.9966,-0.0082,0.0270
0.0680,0.0503,46.1733,-1.0410,-0.0263,46.3999,-0.9974,-0.0072,0.0271
0.0682,0.0505,46.2733,-1.0423,-0.0253,46.4999,-0.9981,-0.0062,0.0272
0.0683,0.0506,46.3733,-1.0434,-0.0243,46.5999,-0.9986,-0.0052,0.0272
0.0685,0.0507,46.4733,-1.0445,-0.0233,46.6999,-0.9991,-0.0042,0.0273
0.0687,0.0508,46.5733,-1.0455,-0.0222,46.7999,-0.9995,-0.0032,0.0273
0.0688,0.0509,46.6733,-1.0463,-0.0212,46.8999,-0.9997,-0.0022,0.0274
0.0689,0.0510,46.7733,-1.0471,-0.0202,46.9999,-0.9999,-0.0012,0.0274
0.0691,0.0511,46.8733,-1.0477,-0.0192,47.0999,-1.0000,-0.0002,0.0275
0.0692,0.0512,46.9733,-1.0482,-0.0182,47.1999,-1.0000,0.0008,0.0275
0.0693,0.0513,47.0733,-1.0487,-0.0171,47.2999,-0.9998,0.0018,0.0276
0.0694,0.0514,47.1733,-1.0490,-0.0161,47.3998,-0.9996,0.0028,0.0276
0.0695,0.0515,47.2734,-1.0492,-0.0151,47.4998,-0.9993,0.0038,0.0276
0.0696,0.0515,47.3734,-1.0493,-0.0141,47.5998,-0.9989,0.0048,0.0277
0.0697,0.0516,47.4734,-1.0494,-0.0130,47.6998,-0.9983,0.0058,0.0277
0.0698,0.0517,47.5734,-1.0493,-0.0120,47.7998,-0.9977,0.0068,0.0277
0.0699,0.0517,47.6734,-1.0491,-0.0110,47.8998,-0.9970,0.0078,0.0277
0.0699,0.0518,47.7734,-1.0488,-0.0099,47.9998,-0.9962,0.0087,0.0278
0.0700,0.0518,47.8734,-1.0484,-0.0089,48.0998,-0.9952,0.0097,0.0278
0.0700,0.0519,47.9734,-1.0479,-0.0079,48.1998,-0.9942,0.0107,0.0278
0.0701,0.0519,48.0734,-1.0472,-0.0068,48.2998,-0.9931,0.0117,0.0278
0.0701,0.0519,48.1734,-1.0465,-0.0058,48.3998,-0.9919,0.0127,0.0278
0.0702,0.0520,48.2734,-1.0457,-0.0047,48.4998,-0.9905,0.0137,0.0278
0.0702,0.0520,48.3734,-1.0448,-0.0037,48.5998,-0.9891,0.0147,0.0278
0.0702,0.0520,48.4734,-1.0437,-0.0027,48.6998,-0.9876,0.0157,0.0278
0.0702,0.0520,48.5735,-1.0426,-0.0016,48.7998,-0.9860,0.0167,0.0278
0.0702,0.0520,48.6735,-1.0414,-0.0006,48.8998,-0.9843,0.0177,0.0278
0.0702,0.0520,48.7735,-1.0400,0.0005,48.9998,-0.9825,0.0186,0.0278
0.0702,0.0520,48.8735,-1.0386,0.0015,49.0998,-0.9805,0.0196,0.0278
0.0702,0.0520,48.9735,-1.0370,0.0025,49.1998,-0.9785,0.0206,0.0278
0.0702,0.0520,49.0734,-1.0354,0.0036,49.2998,-0.9764,0.0216,0.0278
0.0701,0.0519,49.1734,-1.0336,0.0046,49.3998,-0.9742,0.0226,0.0278
0.0701,0.0519,49.2734,-1.0317,0.0057,49.4998,-0.9719,0.0235,0.0277
0.0700,0.0519,49.3734,-1.0298,0.0067,49.5998,-0.9695,0.0245,0.0277
0.0700,0.0518,49.4734,-1.0277,0.0077,49.6998,-0.9670,0.0255,0.0277
0.0699,0.0518,49.5734,-1.0255,0.0088,49.7998,-0.9644,0.0264,0.0276
0.0699,0.0517,49.6734,-1.0232,0.0098,49.8998,-0.9617,0.0274,0.0276
0.0698,0.0517,49.7734,-1.0209,0.0108,49.9998,-0.9589,0.0284,0.0276
0.0697,0.0516,49.8733,-1.0184,0.0119,50.0998,-0.9560,0.0293,0.0275
0.0696,0.0516,49.9733,-1.0158,0.0129,50.1998,-0.9531,0.0303,0.0275
0.0695,0.0515,50.0733,-1.0131,0.0139,50.2998,-0.9500,0.0312,0.0275
0.0694,0.0514,50.1733,-1.0103,0.0150,50.3998,-0.9468,0.0322,0.0274
0.0693,0.0513,50.2732,-1.0075,0.0160,50.4998,-0.9436,0.0331,0.0274
0.0692,0.0513,50.3732,-1.0045,0.0170,50.5998,-0.9402,0.0341,0.0273
0.0691,0.0512,50.4732,-1.0014,0.0180,50.6998,-0.9367,0.0350,0.0272
0.0689,0.0511,50.5731,-0.9982,0.0191,50.7998,-0.9332,0.0359,0.0272
0.0688,0.0510,50.6731,-0.9949,0.0201,50.8998,-0.9296,0.0369,0.0271
0.0686,0.0509,50.7730,-0.9915,0.0211,50.9998,-0.9258,0.0378,0.0271
0.0685,0.0507,50.8730,-0.9881,0.0221,51.0998,-0.9220,0.0387,0.0270
0.0683,0.0506,50.9729,-0.9845,0.0231,51.1998,-0.9181,0.0396,0.0269
0.0682,0.0505,51.0729,-0.9808,0.0242,51.2998,-0.9141,0.0405,0.0269
0.0680,0.0504,51.1728,-0.9770,0.0252,51.3998,-0.9100,0.0414,0.0268
0.0678,0.0502,51.2727,-0.9731,0.0262,51.4998,-0.9058,0.0424,0.0267
0.0676,0.0501,51.3727,-0.9692,0.0272,51.5998,-0.9015,0.0433,0.0266
0.0674,0.0500,51.4726,-0.9651,0.0282,51.6998,-0.8971,0.0441,0.0265
0.0672,0.0498,51.5725,-0.9609,0.0292,51.7998,-0.8927,0.0450,0.0265
0.0670,0.0497,51.6724,-0.9567,0.0302,51.8998,-0.8881,0.0459,0.0264
0.0668,0.0495,51.7723,-0.9523,0.0312,51.9998,-0.8835,0.0468,0.0263
0.0666,0.0493,51.8723,-0.9479,0.0322,52.0998,-0.8787,0.0477,0.0262
0.0664,0.0492,51.9722,-0.9433,0.0331,52.1998,-0.8739,0.0486,0.0261
0.0661,0.0490,52.0721,-0.9387,0.0341,52.2998,-0.8690,0.0494,0.0260
0.0659,0.0488,52.1720,-0.9339,0.0351,52.3998,-0.8640,0.0503,0.0259
0.0656,0.0486,52.2719,-0.9291,0.0361,52.4998,-0.8589,0.0512,0.0258
0.0654,0.0485,52.3717,-0.9242,0.0371,52.5998,-0.8538,0.0520,0.0257
0.0651,0.0483,52.4716,-0.9192,0.0380,52.6998,-0.8485,0.0529,0.0256
0.0649,0.0481,52.5715,-0.9141,0.0390,52.7998,-0.8432,0.0537,0.0255
0.0646,0.0479,52.6714,-0.9089,0.0400,52.8998,-0.8378,0.0545,0.0253
0.0643,0.0477,52.7712,-0.9036,0.0409,52.9998,-0.8323,0.0554,0.0252
0.0640,0.0474,52.8711,-0.8982,0.0419,53.0998,-0.8267,0.0562,0.0251
0.0637,0.0472,52.9710,-0.8928,0.0428,53.1998,-0.8210,0.0570,0.0250
0.0634,0.0470,53.0708,-0.8872,0.0438,53.2998,-0.8153,0.0578,0.0249
0.0631,0.0468,53.1707,-0.8816,0.0447,53.3998,-0.8094,0.0587,0.0247
0.0628,0.0465,53.2705,-0.8758,0.0456,53.4998,-0.8035,0.0595,0.0246
0.0625,0.0463,53.3703,-0.8700,0.0466,53.5998,-0.7975,0.0603,0.0245
0.0621,0.0461,53.4702,-0.8641,0.0475,53.6998,-0.7915,0.0610,0.0243
0.0618,0.0458,53.5700,-0.8581,0.0484,53.7998,-0.7853,0.0618,0.0242
0.0615,0.0456,53.6698,-0.8521,0.0493,53.8997,-0.7791,0.0626,0.0240
0.0611,0.0453,53.7697,-0.8459,0.0502,53.9997,-0.7728,0.0634,0.0239
0.0608,0.0451,53.8695,-0.8397,0.0511,54.0997,-0.7664,0.0641,0.0238
0.0604,0.0448,53.9693,-0.8333,0.0520,54.1997,-0.7599,0.0649,0.0236
0.0601,0.0445,54.0691,-0.8269,0.0529,54.2997,-0.7534,0.0657,0.0235
0.0597,0.0443,54.1689,-0.8204,0.0538,54.3997,-0.7468,0.0664,0.0233
0.0593,0.0440,54.2687,-0.8139,0.0547,54.4997,-0.7401,0.0671,0.0232
0.0589,0.0437,54.3684,-0.8072,0.0556,54.5997,-0.7333,0.0679,0.0230
0.0585,0.0434,54.4682,-0.8005,0.0565,54.6997,-0.7265,0.0686,0.0228
0.0582,0.0431,54.5680,-0.7937,0.0573,54.7997,-0.7196,0.0693,0.0227
0.0578,0.0428,54.6678,-0.7868,0.0582,54.8997,-0.7126,0.0700,0.0225
0.0573,0.0425,54.7675,-0.7798,0.0591,54.9997,-0.7056,0.0707,0.0224
0.0569,0.0422,54.8673,-0.7728,0.0599,55.0997,-0.6984,0.0714,0.0222
0.0565,0.0419,54.9670,-0.7656,0.0608,55.1997,-0.6912,0.0721,0.0220
0.0561,0.0416,55.0668,-0.7584,0.0616,55.2997,-0.6840,0.0728,0.0218
0.0557,0.0413,55.1665,-0.7512,0.0624,55.3997,-0.6767,0.0735,0.0217
0.0552,0.0410,55.2663,-0.7438,0.0632,55.4997,-0.6693,0.0742,0.0215
0.0548,0.0406,55.3660,-0.7364,0.0641,55.5997,-0.6618,0.0748,0.0213
0.0544,0.0403,55.4657,-0.7289,0.0649,55.6997,-0.6543,0.0755,0.0211
0.0539,0.0400,55.5654,-0.7213,0.0657,55.7997,-0.6467,0.0761,0.0210
0.0535,0.0396,55.6652,-0.7137,0.0665,55.8997,-0.6390,0.0768,0.0208
0.0530,0.0393,55.7649,-0.7060,0.0673,55.9997,-0.6313,0.0774,0.0206
0.0525,0.0390,55.8646,-0.6982,0.0681,56.0997,-0.6235,0.0780,0.0204
0.0521,0.0386,55.9643,-0.6903,0.0688,56.1997,-0.6157,0.0786,0.0202
0.0516,0.0383,56.0640,-0.6824,0.0696,56.2997,-0.6077,0.0792,0.0200
0.0511,0.0379,56.1636,-0.6744,0.0704,56.3997,-0.5998,0.0798,0.0198
0.0506,0.0376,56.2633,-0.6664,0.0711,56.4997,-0.5917,0.0804,0.0196
0.0501,0.0372,56.3630,-0.6583,0.0719,56.5997,-0.5836,0.0810,0.0194
0.0496,0.0368,56.4627,-0.6501,0.0726,56.6997,-0.5755,0.0816,0.0192
0.0491,0.0365,56.5623,-0.6418,0.0734,56.7997,-0.5673,0.0822,0.0190
0.0486,0.0361,56.6620,-0.6335,0.0741,56.8997,-0.5590,0.0827,0.0188
0.0481,0.0357,56.7616,-0.6252,0.0748,56.9997,-0.5507,0.0833,0.0186
0.0476,0.0353,56.8613,-0.6167,0.0755,57.0997,-0.5423,0.0838,0.0184
0.0471,0.0349,56.9609,-0.6082,0.0762,57.1997,-0.5339,0.0844,0.0182
