v,omega,x,y,phi,xr,yr,phir,delta
-0.0105,-0.0077,3.3835,0.3345,0.0979,3.5000,0.3429,0.0937,-0.0046
-0.0110,-0.0081,3.4830,0.3441,0.0978,3.6000,0.3523,0.0933,-0.0049
-0.0116,-0.0085,3.5826,0.3536,0.0976,3.7000,0.3616,0.0930,-0.0051
-0.0121,-0.0089,3.6821,0.3632,0.0974,3.8000,0.3709,0.0926,-0.0053
-0.0127,-0.0093,3.7817,0.3726,0.0973,3.9000,0.3802,0.0922,-0.0055
-0.0133,-0.0098,3.8812,0.3821,0.0971,4.0000,0.3894,0.0918,-0.0058
-0.0139,-0.0102,3.9808,0.3915,0.0969,4.1000,0.3986,0.0915,-0.0060
-0.0144,-0.0106,4.0803,0.4009,0.0967,4.2000,0.4078,0.0911,-0.0062
-0.0150,-0.0110,4.1799,0.4103,0.0965,4.3000,0.4169,0.0906,-0.0065
-0.0156,-0.0115,4.2795,0.4196,0.0962,4.4000,0.4259,0.0902,-0.0067
-0.0162,-0.0119,4.3790,0.4289,0.0960,4.5000,0.4350,0.0898,-0.0070
-0.0168,-0.0124,4.4786,0.4382,0.0958,4.6000,0.4439,0.0894,-0.0072
-0.0174,-0.0128,4.5782,0.4474,0.0955,4.7000,0.4529,0.0889,-0.0074
-0.0180,-0.0133,4.6778,0.4566,0.0953,4.8000,0.4618,0.0885,-0.0077
-0.0186,-0.0137,4.7773,0.4658,0.0950,4.9000,0.4706,0.0880,-0.0079
-0.0192,-0.0142,4.8769,0.4749,0.0947,5.0000,0.4794,0.0875,-0.0082
-0.0199,-0.0146,4.9765,0.4839,0.0944,5.1000,0.4882,0.0871,-0.0084
-0.0205,-0.0151,5.0761,0.4930,0.0941,5.2000,0.4969,0.0866,-0.0087
-0.0211,-0.0155,5.1757,0.5020,0.0938,5.3000,0.5055,0.0861,-0.0089
-0.0217,-0.0160,5.2753,0.5109,0.0935,5.4000,0.5141,0.0856,-0.0092
-0.0224,-0.0165,5.3749,0.5198,0.0932,5.5000,0.5227,0.0850,-0.0094
-0.0230,-0.0169,5.4745,0.5287,0.0929,5.6000,0.5312,0.0845,-0.0097
-0.0236,-0.0174,5.5741,0.5375,0.0925,5.7000,0.5396,0.0840,-0.0099
-0.0242,-0.0179,5.6737,0.5463,0.0922,5.8000,0.5480,0.0835,-0.0102
-0.0249,-0.0183,5.7734,0.5550,0.0918,5.9000,0.5564,0.0829,-0.0104
-0.0255,-0.0188,5.8730,0.5637,0.0915,6.0000,0.5646,0.0823,-0.0107
-0.0261,-0.0193,5.9726,0.5723,0.0911,6.1000,0.5729,0.0818,-0.0109
-0.0268,-0.0197,6.0722,0.5809,0.0907,6.2000,0.5810,0.0812,-0.0112
-0.0274,-0.0202,6.1719,0.5894,0.0903,6.3000,0.5891,0.0806,-0.0114
-0.0280,-0.0207,6.2715,0.5979,0.0899,6.4000,0.5972,0.0800,-0.0117
-0.0287,-0.0212,6.3712,0.6063,0.0895,6.5000,0.6052,0.0794,-0.0119
-0.0293,-0.0216,6.4708,0.6147,0.0891,6.6000,0.6131,0.0788,-0.0122
-0.0299,-0.0221,6.5705,0.6230,0.0886,6.7000,0.6210,0.0782,-0.0124
-0.0306,-0.0226,6.6701,0.6312,0.0882,6.8000,0.6288,0.0776,-0.0127
-0.0312,-0.0230,6.7698,0.6394,0.0878,6.9000,0.6365,0.0770,-0.0129
-0.0318,-0.0235,6.8695,0.6476,0.0873,7.0000,0.6442,0.0763,-0.0132
-0.0325,-0.0239,6.9691,0.6557,0.0868,7.1000,0.6518,0.0757,-0.0134
-0.0331,-0.0244,7.0688,0.6637,0.0863,7.2000,0.6594,0.0750,-0.0137
-0.0337,-0.0249,7.1685,0.6717,0.0859,7.3000,0.6669,0.0744,-0.0139
-0.0343,-0.0253,7.2682,0.6796,0.0854,7.4000,0.6743,0.0737,-0.0141
-0.0349,-0.0258,7.3679,0.6874,0.0849,7.5000,0.6816,0.0730,-0.0144
-0.0356,-0.0262,7.4676,0.6952,0.0843,7.6000,0.6889,0.0724,-0.0146
-0.0362,-0.0267,7.5673,0.7029,0.0838,7.7000,0.6961,0.0717,-0.0149
-0.0368,-0.0272,7.6670,0.7105,0.0833,7.8000,0.7033,0.0710,-0.0151
-0.0374,-0.0276,7.7667,0.7181,0.0827,7.9000,0.7104,0.0703,-0.0154
-0.0380,-0.0281,7.8664,0.7256,0.0822,8.0000,0.7174,0.0696,-0.0156
-0.0386,-0.0285,7.9662,0.7331,0.0816,8.1000,0.7243,0.0688,-0.0158
-0.0392,-0.0289,8.0659,0.7405,0.0810,8.2000,0.7311,0.0681,-0.0161
-0.0398,-0.0294,8.1656,0.7478,0.0805,8.3000,0.7379,0.0674,-0.0163
-0.0404,-0.0298,8.2654,0.7550,0.0799,8.4000,0.7446,0.0666,-0.0165
-0.0410,-0.0303,8.3651,0.7622,0.0793,8.5000,0.7513,0.0659,-0.0168
-0.0416,-0.0307,8.4649,0.7693,0.0787,8.6000,0.7578,0.0652,-0.0170
-0.0421,-0.0311,8.5646,0.7764,0.0781,8.7000,0.7643,0.0644,-0.0172
-0.0427,-0.0316,8.6644,0.7833,0.0774,8.8000,0.7707,0.0636,-0.0174
-0.0433,-0.0320,8.7642,0.7902,0.0768,8.9000,0.7771,0.0629,-0.0177
-0.0439,-0.0324,8.8639,0.7970,0.0762,9.0000,0.7833,0.0621,-0.0179
-0.0444,-0.0328,8.9637,0.8037,0.0755,9.1000,0.7895,0.0613,-0.0181
-0.0450,-0.0332,9.0635,0.8104,0.0749,9.2000,0.7956,0.0605,-0.0183
-0.0455,-0.0336,9.1633,0.8170,0.0742,9.3000,0.8016,0.0597,-0.0185
-0.0461,-0.0341,9.2631,0.8235,0.0735,9.4000,0.8076,0.0589,-0.0187
-0.0466,-0.0345,9.3629,0.8299,0.0729,9.5000,0.8134,0.0581,-0.0190
-0.0472,-0.0349,9.4627,0.8363,0.0722,9.6000,0.8192,0.0573,-0.0192
-0.0477,-0.0353,9.5625,0.8425,0.0715,9.7000,0.8249,0.0565,-0.0194
-0.0482,-0.0357,9.6623,0.8487,0.0708,9.8000,0.8305,0.0556,-0.0196
-0.0488,-0.0360,9.7621,0.8548,0.0700,9.9000,0.8360,0.0548,-0.0198
-0.0493,-0.0364,9.8619,0.8609,0.0693,10.0000,0.8415,0.0540,-0.0200
-0.0498,-0.0368,9.9618,0.8668,0.0686,10.1000,0.8468,0.0531,-0.0202
-0.0503,-0.0372,10.0616,0.8727,0.0679,10.2000,0.8521,0.0523,-0.0204
-0.0508,-0.0376,10.1614,0.8784,0.0671,10.3000,0.8573,0.0514,-0.0206
-0.0513,-0.0379,10.2613,0.8841,0.0664,10.4000,0.8624,0.0506,-0.0208
-0.0518,-0.0383,10.3611,0.8897,0.0656,10.5000,0.8674,0.0497,-0.0210
-0.0523,-0.0387,10.4610,0.8953,0.0648,10.6000,0.8724,0.0488,-0.0212
-0.0528,-0.0390,10.5608,0.9007,0.0641,10.7000,0.8772,0.0480,-0.0213
-0.0533,-0.0394,10.6607,0.9060,0.0633,10.8000,0.8820,0.0471,-0.0215
-0.0538,-0.0397,10.7606,0.9113,0.0625,10.9000,0.8866,0.0462,-0.0217
-0.0542,-0.0401,10.8604,0.9165,0.0617,11.0000,0.8912,0.0453,-0.0219
-0.0547,-0.0404,10.9603,0.9216,0.0609,11.1000,0.8957,0.0444,-0.0221
-0.0551,-0.0408,11.0602,0.9266,0.0601,11.2000,0.9001,0.0435,-0.0222
-0.0556,-0.0411,11.1601,0.9315,0.0593,11.3000,0.9044,0.0426,-0.0224
-0.0560,-0.0414,11.2600,0.9363,0.0585,11.4000,0.9086,0.0417,-0.0226
-0.0565,-0.0418,11.3599,0.9410,0.0576,11.5000,0.9128,0.0408,-0.0228
-0.0569,-0.0421,11.4598,0.9456,0.0568,11.6000,0.9168,0.0399,-0.0229
-0.0573,-0.0424,11.5597,0.9502,0.0559,11.7000,0.9208,0.0390,-0.0231
-0.0577,-0.0427,11.6596,0.9546,0.0551,11.8000,0.9246,0.0381,-0.0232
-0.0582,-0.0430,11.7595,0.9590,0.0542,11.9000,0.9284,0.0371,-0.0234
-0.0586,-0.0433,11.8594,0.9632,0.0534,12.0000,0.9320,0.0362,-0.0236
-0.0590,-0.0436,11.9593,0.9674,0.0525,12.1000,0.9356,0.0353,-0.0237
-0.0594,-0.0439,12.0592,0.9715,0.0516,12.2000,0.9391,0.0344,-0.0239
-0.0597,-0.0442,12.1592,0.9754,0.0508,12.3000,0.9425,0.0334,-0.0240
-0.0601,-0.0445,12.2591,0.9793,0.0499,12.4000,0.9458,0.0325,-0.0242
-0.0605,-0.0448,12.3590,0.9831,0.0490,12.5000,0.9490,0.0315,-0.0243
-0.0609,-0.0450,12.4590,0.9868,0.0481,12.6000,0.9521,0.0306,-0.0244
-0.0612,-0.0453,12.5589,0.9904,0.0472,12.7000,0.9551,0.0296,-0.0246
-0.0616,-0.0456,12.6589,0.9939,0.0463,12.8000,0.9580,0.0287,-0.0247
-0.0619,-0.0458,12.7588,0.9973,0.0454,12.9000,0.9608,0.0277,-0.0248
-0.0623,-0.0461,12.8588,1.0006,0.0445,13.0000,0.9636,0.0267,-0.0250
-0.0626,-0.0463,12.9587,1.0038,0.0435,13.1000,0.9662,0.0258,-0.0251
-0.0629,-0.0466,13.0587,1.0069,0.0426,13.2000,0.9687,0.0248,-0.0252
-0.0632,-0.0468,13.1586,1.0099,0.0417,13.3000,0.9711,0.0238,-0.0253
-0.0636,-0.0470,13.2586,1.0128,0.0408,13.4000,0.9735,0.0229,-0.0255
-0.0639,-0.0473,13.3586,1.0156,0.0398,13.5000,0.9757,0.0219,-0.0256
-0.0642,-0.0475,13.4586,1.0183,0.0389,13.6000,0.9779,0.0209,-0.0257
-0.0644,-0.0477,13.5585,1.0209,0.0379,13.7000,0.9799,0.0199,-0.0258
-0.0647,-0.0479,13.6585,1.0234,0.0370,13.8000,0.9819,0.0190,-0.0259
-0.0650,-0.0481,13.7585,1.0258,0.0360,13.9000,0.9837,0.0180,-0.0260
-0.0653,-0.0483,13.8585,1.0281,0.0350,14.0000,0.9855,0.0170,-0.0261
-0.0655,-0.0485,13.9584,1.0303,0.0341,14.1000,0.9871,0.0160,-0.0262
-0.0658,-0.0487,14.0584,1.0324,0.0331,14.2000,0.9887,0.0150,-0.0263
-0.0660,-0.0489,14.1584,1.0344,0.0321,14.3000,0.9901,0.0140,-0.0264
-0.0663,-0.0491,14.2584,1.0363,0.0312,14.4000,0.9915,0.0130,-0.0265
-0.0665,-0.0492,14.3584,1.0381,0.0302,14.5000,0.9927,0.0120,-0.0266
-0.0667,-0.0494,14.4584,1.0398,0.0292,14.6000,0.9939,0.0111,-0.0266
-0.0670,-0.0496,14.5584,1.0414,0.0282,14.7000,0.9949,0.0101,-0.0267
-0.0672,-0.0497,14.6584,1.0428,0.0272,14.8000,0.9959,0.0091,-0.0268
-0.0674,-0.0499,14.7584,1.0442,0.0262,14.9000,0.9967,0.0081,-0.0269
-0.0676,-0.0500,14.8584,1.0455,0.0252,15.0000,0.9975,0.0071,-0.0269
-0.0678,-0.0502,14.9584,1.0467,0.0242,15.1000,0.9982,0.0061,-0.0270
-0.0680,-0.0503,15.0584,1.0477,0.0232,15.2000,0.9987,0.0051,-0.0271
-0.0681,-0.0504,15.1584,1.0487,0.0222,15.3000,0.9992,0.0041,-0.0271
-0.0683,-0.0506,15.2584,1.0496,0.0212,15.4000,0.9995,0.0031,-0.0272
-0.0685,-0.0507,15.3584,1.0503,0.0202,15.5000,0.9998,0.0021,-0.0273
-0.0686,-0.0508,15.4584,1.0510,0.0192,15.6000,0.9999,0.0011,-0.0273
-0.0688,-0.0509,15.5584,1.0515,0.0182,15.7000,1.0000,0.0001,-0.0274
-0.0689,-0.0510,15.6584,1.0519,0.0171,15.8000,1.0000,-0.0009,-0.0274
-0.0690,-0.0511,15.7585,1.0523,0.0161,15.9000,0.9998,-0.0019,-0.0275
-0.0691,-0.0512,15.8585,1.0525,0.0151,16.0000,0.9996,-0.0029,-0.0275
-0.0693,-0.0513,15.9585,1.0526,0.0141,16.1000,0.9992,-0.0039,-0.0275
-0.0694,-0.0514,16.0585,1.0527,0.0131,16.2000,0.9988,-0.0049,-0.0276
-0.0695,-0.0514,16.1585,1.0526,0.0120,16.3000,0.9982,-0.0059,-0.0276
-0.0696,-0.0515,16.2585,1.0524,0.0110,16.4000,0.9976,-0.0069,-0.0276
-0.0697,-0.0516,16.3585,1.0521,0.0100,16.5000,0.9969,-0.0079,-0.0277
-0.0697,-0.0516,16.4585,1.0517,0.0089,16.6000,0.9960,-0.0089,-0.0277
-0.0698,-0.0517,16.5585,1.0512,0.0079,16.7000,0.9951,-0.0099,-0.0277
-0.0699,-0.0517,16.6585,1.0506,0.0069,16.8000,0.9940,-0.0109,-0.0277
-0.0699,-0.0518,16.7585,1.0499,0.0058,16.9000,0.9929,-0.0119,-0.0277
-0.0700,-0.0518,16.8585,1.0491,0.0048,17.0000,0.9917,-0.0129,-0.0278
-0.0700,-0.0518,16.9586,1.0482,0.0038,17.1000,0.9903,-0.0139,-0.0278
-0.0700,-0.0519,17.0586,1.0471,0.0027,17.2000,0.9889,-0.0149,-0.0278
-0.0701,-0.0519,17.1586,1.0460,0.0017,17.3000,0.9874,-0.0159,-0.0278
-0.0701,-0.0519,17.2586,1.0448,0.0006,17.4000,0.9857,-0.0168,-0.0278
-0.0701,-0.0519,17.3586,1.0434,-0.0004,17.5000,0.9840,-0.0178,-0.0278
-0.0701,-0.0519,17.4586,1.0420,-0.0014,17.6000,0.9822,-0.0188,-0.0278
-0.0701,-0.0519,17.5586,1.0404,-0.0025,17.7000,0.9802,-0.0198,-0.0278
-0.0701,-0.0519,17.6586,1.0388,-0.0035,17.8000,0.9782,-0.0208,-0.0277
-0.0701,-0.0519,17.7586,1.0370,-0.0045,17.9000,0.9761,-0.0217,-0.0277
-0.0700,-0.0519,17.8585,1.0352,-0.0056,18.0000,0.9738,-0.0227,-0.0277
-0.0700,-0.0518,17.9585,1.0332,-0.0066,18.1000,0.9715,-0.0237,-0.0277
-0.0700,-0.0518,18.0585,1.0312,-0.0077,18.2000,0.9691,-0.0247,-0.0277
-0.0699,-0.0518,18.1585,1.0290,-0.0087,18.3000,0.9666,-0.0256,-0.0276
-0.0699,-0.0517,18.2585,1.0267,-0.0097,18.4000,0.9640,-0.0266,-0.0276
-0.0698,-0.0517,18.3585,1.0244,-0.0108,18.5000,0.9613,-0.0276,-0.0276
-0.0697,-0.0516,18.4585,1.0219,-0.0118,18.6000,0.9585,-0.0285,-0.0276
-0.0696,-0.0516,18.5584,1.0193,-0.0128,18.7000,0.9556,-0.0295,-0.0275
-0.0696,-0.0515,18.6584,1.0166,-0.0139,18.8000,0.9526,-0.0304,-0.0275
-0.0695,-0.0515,18.7584,1.0139,-0.0149,18.9000,0.9495,-0.0314,-0.0274
-0.0694,-0.0514,18.8583,1.0110,-0.0159,19.0000,0.9463,-0.0323,-0.0274
-0.0692,-0.0513,18.9583,1.0080,-0.0169,19.1000,0.9430,-0.0333,-0.0273
-0.0691,-0.0512,19.0583,1.0049,-0.0180,19.2000,0.9396,-0.0342,-0.0273
-0.0690,-0.0511,19.1582,1.0018,-0.0190,19.3000,0.9362,-0.0351,-0.0272
-0.0689,-0.0510,19.2582,0.9985,-0.0200,19.4000,0.9326,-0.0361,-0.0272
-0.0687,-0.0509,19.3581,0.9951,-0.0210,19.5000,0.9290,-0.0370,-0.0271
-0.0686,-0.0508,19.4581,0.9916,-0.0221,19.6000,0.9252,-0.0379,-0.0270
-0.0684,-0.0507,19.5580,0.9880,-0.0231,19.7000,0.9214,-0.0388,-0.0270
-0.0683,-0.0506,19.6580,0.9844,-0.0241,19.8000,0.9174,-0.0398,-0.0269
-0.0681,-0.0505,19.7579,0.9806,-0.0251,19.9000,0.9134,-0.0407,-0.0268
-0.0679,-0.0503,19.8578,0.9767,-0.0261,20.0000,0.9093,-0.0416,-0.0268
-0.0678,-0.0502,19.9578,0.9727,-0.0271,20.1000,0.9051,-0.0425,-0.0267
-0.0676,-0.0501,20.0577,0.9687,-0.0281,20.2000,0.9008,-0.0434,-0.0266
-0.0674,-0.0499,20.1576,0.9645,-0.0291,20.3000,0.8964,-0.0443,-0.0265
-0.0672,-0.0498,20.2575,0.9603,-0.0301,20.4000,0.8919,-0.0452,-0.0264
-0.0670,-0.0496,20.3575,0.9559,-0.0311,20.5000,0.8874,-0.0461,-0.0263
-0.0668,-0.0495,20.4574,0.9515,-0.0321,20.6000,0.8827,-0.0470,-0.0262
-0.0665,-0.0493,20.5573,0.9469,-0.0331,20.7000,0.8780,-0.0478,-0.0262
-0.0663,-0.0491,20.6572,0.9423,-0.0341,20.8000,0.8731,-0.0487,-0.0261
-0.0661,-0.0490,20.7571,0.9375,-0.0351,20.9000,0.8682,-0.0496,-0.0260
-0.0658,-0.0488,20.8570,0.9327,-0.0360,21.0000,0.8632,-0.0504,-0.0259
-0.0656,-0.0486,20.9569,0.9278,-0.0370,21.1000,0.8581,-0.0513,-0.0257
-0.0653,-0.0484,21.0567,0.9228,-0.0380,21.2000,0.8529,-0.0522,-0.0256
-0.0650,-0.0482,21.1566,0.9177,-0.0390,21.3000,0.8477,-0.0530,-0.0255
-0.0648,-0.0480,21.2565,0.9125,-0.0399,21.4000,0.8423,-0.0538,-0.0254
-0.0645,-0.0478,21.3564,0.9072,-0.0409,21.5000,0.8369,-0.0547,-0.0253
-0.0642,-0.0476,21.4562,0.9018,-0.0418,21.6000,0.8314,-0.0555,-0.0252
-0.0639,-0.0474,21.5561,0.8964,-0.0428,21.7000,0.8258,-0.0563,-0.0251
-0.0636,-0.0472,21.6559,0.8908,-0.0437,21.8000,0.8201,-0.0572,-0.0249
-0.0633,-0.0469,21.7558,0.8852,-0.0447,21.9000,0.8143,-0.0580,-0.0248
-0.0630,-0.0467,21.8556,0.8794,-0.0456,22.0000,0.8085,-0.0588,-0.0247
-0.0627,-0.0465,21.9555,0.8736,-0.0466,22.1000,0.8026,-0.0596,-0.0246
-0.0624,-0.0462,22.0553,0.8677,-0.0475,22.2000,0.7966,-0.0604,-0.0244
-0.0620,-0.0460,22.1551,0.8617,-0.0484,22.3000,0.7905,-0.0612,-0.0243
-0.0617,-0.0457,22.2549,0.8556,-0.0493,22.4000,0.7843,-0.0620,-0.0241
-0.0614,-0.0455,22.3548,0.8495,-0.0502,22.5000,0.7781,-0.0627,-0.0240
-0.0610,-0.0452,22.4546,0.8432,-0.0512,22.6000,0.7717,-0.0635,-0.0239
-0.0607,-0.0450,22.5544,0.8369,-0.0521,22.7001,0.7654,-0.0643,-0.0237
-0.0603,-0.0447,22.6542,0.8305,-0.0530,22.8001,0.7589,-0.0650,-0.0236
-0.0599,-0.0444,22.7540,0.8240,-0.0539,22.9001,0.7523,-0.0658,-0.0234
-0.0596,-0.0442,22.8538,0.8174,-0.0547,23.0001,0.7457,-0.0665,-0.0233
-0.0592,-0.0439,22.9536,0.8107,-0.0556,23.1001,0.7390,-0.0673,-0.0231
-0.0588,-0.0436,23.0533,0.8040,-0.0565,23.2001,0.7322,-0.0680,-0.0229
-0.0584,-0.0433,23.1531,0.7972,-0.0574,23.3001,0.7254,-0.0687,-0.0228
-0.0580,-0.0430,23.2529,0.7903,-0.0582,23.4001,0.7185,-0.0694,-0.0226
-0.0576,-0.0427,23.3526,0.7833,-0.0591,23.5001,0.7115,-0.0702,-0.0225
-0.0572,-0.0424,23.4524,0.7762,-0.0600,23.6001,0.7044,-0.0709,-0.0223
-0.0568,-0.0421,23.5522,0.7691,-0.0608,23.7001,0.6973,-0.0716,-0.0221
-0.0563,-0.0418,23.6519,0.7619,-0.0616,23.8001,0.6901,-0.0722,-0.0219
-0.0559,-0.0415,23.7516,0.7546,-0.0625,23.9001,0.6828,-0.0729,-0.0218
-0.0555,-0.0412,23.8514,0.7472,-0.0633,24.0001,0.6755,-0.0736,-0.0216
-0.0551,-0.0408,23.9511,0.7398,-0.0641,24.1001,0.6681,-0.0743,-0.0214
-0.0546,-0.0405,24.0508,0.7323,-0.0650,24.2001,0.6606,-0.0749,-0.0212
-0.0542,-0.0402,24.1505,0.7247,-0.0658,24.3001,0.6530,-0.0756,-0.0211
-0.0537,-0.0398,24.2503,0.7171,-0.0666,24.4001,0.6454,-0.0762,-0.0209
-0.0532,-0.0395,24.3500,0.7093,-0.0674,24.5001,0.6378,-0.0769,-0.0207
-0.0528,-0.0392,24.4497,0.7015,-0.0682,24.6001,0.6300,-0.0775,-0.0205
-0.0523,-0.0388,24.5494,0.6937,-0.0689,24.7001,0.6222,-0.0781,-0.0203
-0.0518,-0.0385,24.6491,0.6858,-0.0697,24.8001,0.6144,-0.0787,-0.0201
-0.0514,-0.0381,24.7487,0.6778,-0.0705,24.9001,0.6064,-0.0793,-0.0199
-0.0509,-0.0377,24.8484,0.6697,-0.0712,25.0001,0.5985,-0.0799,-0.0197
-0.0504,-0.0374,24.9481,0.6616,-0.0720,25.1001,0.5904,-0.0805,-0.0195
-0.0499,-0.0370,25.0478,0.6534,-0.0727,25.2001,0.5823,-0.0811,-0.0193
-0.0494,-0.0366,25.1474,0.6451,-0.0735,25.3001,0.5742,-0.0817,-0.0191
-0.0489,-0.0363,25.2471,0.6368,-0.0742,25.4001,0.5660,-0.0823,-0.0189
-0.0484,-0.0359,25.3467,0.6284,-0.0749,25.5001,0.5577,-0.0828,-0.0187
-0.0478,-0.0355,25.4464,0.6199,-0.0757,25.6001,0.5494,-0.0834,-0.0185
-0.0473,-0.0351,25.5460,0.6114,-0.0764,25.7001,0.5410,-0.0839,-0.0183
-0.0468,-0.0347,25.6457,0.6028,-0.0771,25.8001,0.5325,-0.0844,-0.0181
-0.0463,-0.0343,25.7453,0.5942,-0.0778,25.9001,0.5240,-0.0850,-0.0179
-0.0457,-0.0339,25.8449,0.5855,-0.0785,26.0001,0.5155,-0.0855,-0.0176
-0.0452,-0.0336,25.9445,0.5768,-0.0791,26.1001,0.5069,-0.0860,-0.0174
-0.0447,-0.0331,26.0442,0.5680,-0.0798,26.2001,0.4983,-0.0865,-0.0172
-0.0441,-0.0327,26.1438,0.5591,-0.0805,26.3001,0.4896,-0.0870,-0.0170
-0.0436,-0.0323,26.2434,0.5502,-0.0811,26.4001,0.4808,-0.0875,-0.0168
-0.0430,-0.0319,26.3430,0.5412,-0.0818,26.5001,0.4720,-0.0879,-0.0165
-0.0424,-0.0315,26.4426,0.5322,-0.0824,26.6001,0.4632,-0.0884,-0.0163
-0.0419,-0.0311,26.5422,0.5231,-0.0830,26.7001,0.4543,-0.0889,-0.0161
-0.0413,-0.0307,26.6417,0.5140,-0.0837,26.8001,0.4454,-0.0893,-0.0159
-0.0407,-0.0303,26.7413,0.5048,-0.0843,26.9001,0.4364,-0.0897,-0.0156
-0.0402,-0.0298,26.8409,0.4956,-0.0849,27.0001,0.4274,-0.0902,-0.0154
-0.0396,-0.0294,26.9405,0.4863,-0.0855,27.1001,0.4183,-0.0906,-0.0152
-0.0390,-0.0290,27.0400,0.4770,-0.0861,27.2001,0.4092,-0.0910,-0.0149
-0.0384,-0.0285,27.1396,0.4676,-0.0866,27.3001,0.4001,-0.0914,-0.0147
-0.0378,-0.0281,27.2392,0.4582,-0.0872,27.4001,0.3909,-0.0918,-0.0145
-0.0372,-0.0277,27.3387,0.4487,-0.0878,27.5001,0.3817,-0.0922,-0.0142
-0.0366,-0.0272,27.4383,0.4392,-0.0883,27.6001,0.3724,-0.0925,-0.0140
-0.0360,-0.0268,27.5378,0.4297,-0.0889,27.7001,0.3631,-0.0929,-0.0137
-0.0354,-0.0263,27.6373,0.4201,-0.0894,27.8001,0.3538,-0.0933,-0.0135
-0.0348,-0.0259,27.7369,0.4104,-0.0899,27.9001,0.3444,-0.0936,-0.0133
-0.0342,-0.0254,27.8364,0.4007,-0.0904,28.0001,0.3350,-0.0939,-0.0130
-0.0336,-0.0250,27.9359,0.3910,-0.0910,28.1001,0.3255,-0.0943,-0.0128
-0.0330,-0.0245,28.0355,0.3813,-0.0915,28.2001,0.3161,-0.0946,-0.0125
-0.0324,-0.0240,28.1350,0.3715,-0.0919,28.3001,0.3066,-0.0949,-0.0123
-0.0317,-0.0236,28.2345,0.3617,-0.0924,28.4001,0.2970,-0.0952,-0.0120
-0.0311,-0.0231,28.3340,0.3518,-0.0929,28.5001,0.2875,-0.0955,-0.0118
