v,omega,x,y,phi,xr,yr,phir,delta
-0.0300,-0.0223,91.1678,0.3371,-0.0920,91.4992,0.2714,-0.0960,-0.0113
-0.0294,-0.0219,91.2673,0.3273,-0.0925,91.5992,0.2618,-0.0962,-0.0111
-0.0288,-0.0214,91.3668,0.3175,-0.0929,91.6992,0.2521,-0.0965,-0.0108
-0.0281,-0.0209,91.4663,0.3076,-0.0933,91.7992,0.2424,-0.0967,-0.0106
-0.0275,-0.0205,91.5658,0.2977,-0.0938,91.8992,0.2327,-0.0969,-0.0103
-0.0269,-0.0200,91.6653,0.2878,-0.0942,91.9992,0.2230,-0.0972,-0.0101
-0.0262,-0.0195,91.7648,0.2779,-0.0946,92.0992,0.2132,-0.0974,-0.0098
-0.0256,-0.0190,91.8644,0.2679,-0.0950,92.1992,0.2034,-0.0976,-0.0096
-0.0250,-0.0186,91.9639,0.2579,-0.0953,92.2992,0.1936,-0.0978,-0.0093
-0.0243,-0.0181,92.0634,0.2479,-0.0957,92.3992,0.1838,-0.0980,-0.0091
-0.0237,-0.0176,92.1628,0.2379,-0.0961,92.4992,0.1740,-0.0982,-0.0088
-0.0230,-0.0171,92.2623,0.2278,-0.0964,92.5992,0.1641,-0.0983,-0.0085
-0.0224,-0.0167,92.3618,0.2177,-0.0968,92.6992,0.1542,-0.0985,-0.0083
-0.0217,-0.0162,92.4613,0.2076,-0.0971,92.7992,0.1444,-0.0986,-0.0080
-0.0211,-0.0157,92.5608,0.1975,-0.0974,92.8992,0.1345,-0.0988,-0.0078
-0.0204,-0.0152,92.6603,0.1873,-0.0977,92.9992,0.1245,-0.0989,-0.0075
-0.0197,-0.0147,92.7598,0.1772,-0.0980,93.0992,0.1146,-0.0990,-0.0072
-0.0191,-0.0142,92.8593,0.1670,-0.0983,93.1992,0.1047,-0.0991,-0.0070
-0.0184,-0.0137,92.9587,0.1568,-0.0986,93.2991,0.0947,-0.0992,-0.0067
-0.0178,-0.0132,93.0582,0.1466,-0.0989,93.3991,0.0848,-0.0993,-0.0064
-0.0171,-0.0128,93.1577,0.1364,-0.0992,93.4991,0.0748,-0.0994,-0.0062
-0.0164,-0.0123,93.2572,0.1261,-0.0994,93.5991,0.0648,-0.0995,-0.0059
-0.0158,-0.0118,93.3566,0.1159,-0.0997,93.6991,0.0548,-0.0995,-0.0056
-0.0151,-0.0113,93.4561,0.1056,-0.0999,93.7991,0.0448,-0.0996,-0.0054
-0.0144,-0.0108,93.5556,0.0953,-0.1001,93.8991,0.0349,-0.0996,-0.0051
-0.0137,-0.0103,93.6551,0.0851,-0.1003,93.9991,0.0249,-0.0996,-0.0048
-0.0131,-0.0098,93.7545,0.0748,-0.1005,94.0991,0.0149,-0.0997,-0.0046
-0.0124,-0.0093,93.8540,0.0645,-0.1007,94.1991,0.0049,-0.0997,-0.0043
-0.0117,-0.0088,93.9535,0.0542,-0.1009,94.2991,-0.0051,-0.0997,-0.0040
-0.0110,-0.0083,94.0529,0.0439,-0.1011,94.3991,-0.0151,-0.0997,-0.0038
-0.0104,-0.0078,94.1524,0.0336,-0.1013,94.4991,-0.0251,-0.0996,-0.0035
-0.0097,-0.0073,94.2519,0.0232,-0.1014,94.5991,-0.0351,-0.0996,-0.0032
-0.0090,-0.0068,94.3513,0.0129,-0.1016,94.6991,-0.0451,-0.0996,-0.0030
-0.0083,-0.0063,94.4508,0.0026,-0.1017,94.7991,-0.0551,-0.0995,-0.0027
-0.0077,-0.0058,94.5503,-0.0077,-0.1018,94.8991,-0.0651,-0.0995,-0.0024
-0.0070,-0.0053,94.6497,-0.0180,-0.1019,94.9991,-0.0751,-0.0994,-0.0022
-0.0063,-0.0048,94.7492,-0.0283,-0.1020,95.0991,-0.0850,-0.0993,-0.0019
-0.0056,-0.0042,94.8487,-0.0387,-0.1021,95.1991,-0.0950,-0.0992,-0.0016
-0.0049,-0.0037,94.9481,-0.0490,-0.1022,95.2991,-0.1049,-0.0991,-0.0013
-0.0042,-0.0032,95.0476,-0.0593,-0.1023,95.3991,-0.1149,-0.0990,-0.0011
-0.0036,-0.0027,95.1471,-0.0696,-0.1024,95.4991,-0.1248,-0.0989,-0.0008
-0.0029,-0.0022,95.2465,-0.0799,-0.1024,95.5991,-0.1347,-0.0988,-0.0005
-0.0022,-0.0017,95.3460,-0.0901,-0.1025,95.6991,-0.1446,-0.0986,-0.0003
-0.0015,-0.0012,95.4455,-0.1004,-0.1025,95.7991,-0.1545,-0.0985,0.0000
-0.0008,-0.0007,95.5449,-0.1107,-0.1025,95.8991,-0.1644,-0.0983,0.0003
-0.0001,-0.0002,95.6444,-0.1209,-0.1025,95.9991,-0.1742,-0.0982,0.0006
0.0005,0.0003,95.7439,-0.1312,-0.1025,96.0991,-0.1841,-0.0980,0.0008
0.0012,0.0008,95.8434,-0.1414,-0.1025,96.1991,-0.1939,-0.0978,0.0011
0.0019,0.0013,95.9429,-0.1516,-0.1025,96.2991,-0.2037,-0.0976,0.0014
0.0026,0.0018,96.0423,-0.1618,-0.1025,96.3991,-0.2135,-0.0974,0.0016
0.0033,0.0023,96.1418,-0.1720,-0.1024,96.4991,-0.2232,-0.0972,0.0019
0.0040,0.0028,96.2413,-0.1821,-0.1024,96.5991,-0.2330,-0.0969,0.0022
0.0046,0.0033,96.3408,-0.1923,-0.1023,96.6991,-0.2427,-0.0967,0.0024
0.0053,0.0039,96.4403,-0.2024,-0.1023,96.7991,-0.2524,-0.0965,0.0027
0.0060,0.0044,96.5398,-0.2125,-0.1022,96.8991,-0.2620,-0.0962,0.0030
0.0067,0.0049,96.6392,-0.2226,-0.1021,96.9991,-0.2717,-0.0959,0.0033
0.0074,0.0054,96.7387,-0.2326,-0.1020,97.0991,-0.2813,-0.0957,0.0035
0.0080,0.0059,96.8382,-0.2427,-0.1019,97.1991,-0.2909,-0.0954,0.0038
0.0087,0.0064,96.9377,-0.2527,-0.1018,97.2991,-0.3004,-0.0951,0.0041
0.0094,0.0069,97.0372,-0.2627,-0.1017,97.3991,-0.3099,-0.0948,0.0043
0.0101,0.0074,97.1367,-0.2726,-0.1015,97.4991,-0.3194,-0.0945,0.0046
0.0108,0.0079,97.2362,-0.2826,-0.1014,97.5991,-0.3289,-0.0942,0.0049
0.0114,0.0084,97.3357,-0.2925,-0.1012,97.6991,-0.3383,-0.0938,0.0051
0.0121,0.0089,97.4353,-0.3024,-0.1011,97.7991,-0.3477,-0.0935,0.0054
0.0128,0.0094,97.5348,-0.3122,-0.1009,97.8991,-0.3571,-0.0931,0.0057
0.0134,0.0099,97.6343,-0.3220,-0.1007,97.9991,-0.3664,-0.0928,0.0059
0.0141,0.0104,97.7338,-0.3318,-0.1005,98.0991,-0.3757,-0.0924,0.0062
0.0148,0.0109,97.8333,-0.3416,-0.1003,98.1991,-0.3849,-0.0920,0.0064
0.0154,0.0113,97.9329,-0.3513,-0.1001,98.2991,-0.3941,-0.0916,0.0067
0.0161,0.0118,98.0324,-0.3610,-0.0998,98.3991,-0.4033,-0.0913,0.0070
0.0168,0.0123,98.1319,-0.3706,-0.0996,98.4991,-0.4124,-0.0908,0.0072
0.0174,0.0128,98.2315,-0.3802,-0.0994,98.5991,-0.4215,-0.0904,0.0075
0.0181,0.0133,98.3310,-0.3898,-0.0991,98.6991,-0.4306,-0.0900,0.0078
0.0188,0.0138,98.4305,-0.3993,-0.0988,98.7991,-0.4396,-0.0896,0.0080
0.0194,0.0143,98.5301,-0.4088,-0.0986,98.8991,-0.4485,-0.0891,0.0083
0.0201,0.0148,98.6296,-0.4183,-0.0983,98.9991,-0.4575,-0.0887,0.0085
0.0207,0.0153,98.7292,-0.4277,-0.0980,99.0991,-0.4663,-0.0882,0.0088
0.0214,0.0157,98.8288,-0.4371,-0.0977,99.1991,-0.4751,-0.0878,0.0090
0.0220,0.0162,98.9283,-0.4464,-0.0974,99.2991,-0.4839,-0.0873,0.0093
0.0227,0.0167,99.0279,-0.4557,-0.0970,99.3991,-0.4926,-0.0868,0.0096
0.0233,0.0172,99.1275,-0.4649,-0.0967,99.4991,-0.5013,-0.0863,0.0098
0.0240,0.0177,99.2271,-0.4741,-0.0964,99.5991,-0.5100,-0.0858,0.0101
0.0246,0.0181,99.3266,-0.4832,-0.0960,99.6991,-0.5185,-0.0853,0.0103
0.0252,0.0186,99.4262,-0.4923,-0.0956,99.7990,-0.5271,-0.0848,0.0106
0.0259,0.0191,99.5258,-0.5014,-0.0953,99.8990,-0.5355,-0.0843,0.0108
0.0265,0.0195,99.6254,-0.5104,-0.0949,99.9990,-0.5439,-0.0837,0.0111
